-0.0113	0.00469
0.4325	-8.24677
0.8326	-15.90195
1.2543	-23.85818
1.6835	-31.91872
2.1118	-39.89145
2.5255	-47.31757
2.9684	-54.9932
3.3958	-62.67799
3.8189	-70.06583
4.2307	-76.76783
4.658	-83.50856
5.0873	-90.84268
5.5184	-96.50701
5.934	-103.74144
6.3576	-109.11846
6.7878	-114.38874
7.2109	-119.8782
7.6491	-124.93417
8.0618	-129.288
8.4967	-133.95799
8.909	-137.63372
9.3316	-142.25096
9.758	-145.63643
10.1826	-149.92205
10.6151	-153.61718
11.0293	-155.59223
11.4571	-158.8727
11.8882	-160.96944
12.3095	-161.50376
12.7345	-163.88591
13.1533	-166.79142
13.5977	-168.17567
14.0132	-168.61653
14.4401	-54.62745
14.8595	-34.5943
15.3005	-42.89216
15.7048	-50.55771
16.1495	-59.26176
16.5642	-66.69203
16.9835	-75.09957
17.4038	-82.08228
17.8373	-89.58135
18.267	-96.06821
18.6906	-101.60442
19.1038	-106.20269
19.5298	-111.19138
19.9566	-114.35622
20.3948	-117.9052
20.8142	-120.90822
21.2439	-121.811
21.2392	-121.14211
20.8434	-114.8231
20.4118	-105.98038
19.9821	-98.57927
19.566	-89.85788
19.1354	-81.90468
18.7175	-74.27405
18.2778	-66.244
17.8528	-57.98939
17.442	-50.67414
17.0052	-42.92289
16.592	-35.41763
16.1627	-27.694
15.7424	-20.45942
15.3099	-12.77341
14.8811	-5.48615
14.451	1.81488
14.034	8.79468
13.6189	15.93309
13.1835	22.71562
12.7698	29.34894
12.3457	36.2235
11.916	42.67518
11.4873	49.90526
11.0608	56.61301
10.6462	62.62175
10.2099	69.45105
9.7901	75.65381
9.3641	81.51454
8.941	87.52766
8.5165	92.54539
8.084	99.18973
7.6656	104.26782
7.2302	110.44094
6.8113	115.81462
6.3863	119.88546
5.9641	125.79905
5.5472	130.44088
5.1014	136.26837
4.683	141.32965
4.2538	145.98068
3.841	150.20812
3.416	154.3403
2.9821	158.6901
2.5656	162.83473
2.1434	166.39292
1.7071	170.22892
1.292	173.25621
0.8665	176.24906
0.4344	180.78181
0.0123	183.30023
-0.417	186.69294
-0.8524	190.15195
-1.2623	191.745
-1.691	196.1971
-2.1231	197.27
-2.5335	200.31132
-2.9538	60.19917
-3.4005	34.34451
-3.8076	42.48135
-4.2387	49.84218
-4.6562	57.64365
-5.0859	66.16842
-5.5132	73.54526
-5.9434	81.74632
-6.3755	89.36176
-6.7779	96.22928
-7.2099	102.73619
-7.6472	109.75754
-8.0482	115.17254
-8.4901	120.01073
-8.9113	124.1538
-9.3387	128.51225
-9.775	131.22311
-10.1873	134.00301
-10.617	137.38226
-11.0439	139.3346
-11.4576	142.29531
-11.8845	144.89025
-12.3161	145.32148
-12.7429	147.31245
-13.1623	149.18651
-13.5925	151.40027
-14.017	152.86007
-14.4453	153.93672
-14.8618	155.16034
-15.2986	157.2311
-15.7194	157.98991
-16.1345	159.1772
-16.5755	159.53701
-16.9859	160.02007
-17.4114	65.4549
-17.8359	32.80101
-18.2632	40.77423
-18.6944	48.7891
-19.109	56.54511
-19.5453	64.36286
-19.9703	72.58264
-20.3845	79.32781
-20.8118	86.60976
-21.2283	92.38255
-21.2378	92.90246
-20.8382	85.06718
-20.4217	77.10408
-19.9816	69.17345
-19.5585	61.34733
-19.1434	53.86872
-18.7024	45.36949
-18.2877	37.65732
-17.8557	29.97518
-17.4434	22.58714
-17.0156	14.91729
-16.5953	7.4756
-16.1585	-0.24754
-15.7316	-7.63362
-15.3123	-14.83413
-14.8986	-22.07451
-14.4524	-29.38553
-14.0231	-36.46482
-13.6127	-43.45364
-13.1901	-49.9975
-12.7613	-57.16493
-12.3269	-64.02827
-11.9033	-70.61236
-11.4976	-76.91107
-11.0665	-82.8744
-10.6377	-89.10939
-10.2085	-95.48952
-9.7783	-101.84462
-9.3594	-108.07329
-8.9401	-113.20515
-8.5203	-119.35185
-8.0887	-125.0406
-7.6613	-130.56495
-7.2297	-135.8813
-6.8085	-140.62807
-6.3906	-145.97652
-5.9627	-150.96287
-5.5377	-155.13777
-5.117	-160.89047
-4.6929	-164.68976
-4.2651	-168.96816
-3.834	-173.81798
-3.4165	-177.03118
-2.991	-180.78256
-2.5627	-185.51313
-2.1311	-188.61215
-1.6995	-192.02893
-1.2915	-197.50725
-0.8688	-199.63515
-0.4415	-200.97603
-0.0165	-205.04596
0.4377	-204.16649
0.8448	-152.82695
1.2693	-30.6078
1.6797	-38.02868
2.1109	-46.11207
2.5345	-54.23251
2.9571	-61.74823
3.3896	-69.94112
3.8184	-77.33235
4.2246	-85.30398
4.6552	-92.5921
5.0915	-100.10032
5.5062	-106.4075
5.9326	-113.77062
6.3637	-118.91046
6.7859	-124.35741
7.2142	-128.1732
7.6345	-132.40988
8.058	-135.19534
8.4953	-139.6267
8.9274	-142.59346
9.3373	-144.47908
9.7543	-146.9568
10.1958	-148.40922
10.6113	-150.96908
11.0368	-152.45425
11.4722	-154.18706
11.8863	-157.02351
12.3095	-157.32033
12.7382	-158.93666
13.1731	-161.46008
13.5845	-161.69278
14.0184	-162.92835
14.4293	-163.4205
14.8769	-164.7523
15.2854	-166.33961
15.7104	-36.98662
16.1453	-31.15597
16.5646	-38.71389
16.9901	-46.67437
17.4095	-54.49418
17.8326	-62.16081
18.2491	-70.16129
18.6859	-77.69568
19.1066	-85.1064
19.5411	-92.63289
19.959	-98.25947
20.3821	-103.0648
20.8269	-107.71857
21.2378	-111.20213
